Loan_ID,Age,Employment_Type,Annual_Income,Loan_Amount,Loan_Tenure_Years,Credit_Score,Existing_Loans,EMI,Loan_Purpose,Default_Status
52718,59,Salaried,1122187,657546,12,710,2,3533,Business,No Default
52719,50,Unemployed,1972039,1189154,26,813,3,19046,Business,No Default
52720,61,Salaried,1323435,1498793,9,871,2,49403,Personal,No Default
52721,24,Self-Employed,1904480,1368668,21,684,0,54175,Education,No Default
52722,39,Salaried,293697,1182967,9,781,2,64742,Education,No Default
52723,47,Self-Employed,763403,1343578,15,400,2,59487,Personal,No Default
52724,59,Self-Employed,265202,730655,15,413,3,26291,Home,No Default
52725,44,Salaried,717238,731171,29,561,4,41377,Home,No Default
52726,57,Salaried,1732710,353666,20,721,2,4004,Education,No Default
52727,45,Salaried,1540902,502895,12,353,3,46729,Business,No Default
52728,49,Salaried,413536,824568,5,487,0,72970,Business,No Default
52729,51,Self-Employed,678961,734585,1,838,2,39014,Education,No Default
52730,55,Salaried,860199,161350,22,891,2,43312,Education,No Default
52731,48,Salaried,762104,418549,19,489,0,53126,Personal,No Default
52732,58,Salaried,359113,1250371,11,846,1,60477,Home,No Default
52733,64,Salaried,1910524,1352373,26,357,4,6561,Business,Default
52734,24,Self-Employed,936822,1073608,18,802,0,35831,Personal,Default
52735,48,Salaried,1712124,560951,6,488,0,68931,Education,No Default
52736,51,Salaried,1464480,125085,17,847,0,60892,Personal,No Default
52737,43,Self-Employed,1778670,1218489,14,867,1,52682,Personal,No Default
52738,34,Salaried,889902,293574,12,878,0,2052,Business,No Default
52739,48,Self-Employed,1835579,967417,25,612,1,21535,Personal,No Default
52740,34,Salaried,1677065,1264378,5,468,4,57016,Business,No Default
52741,21,Salaried,564103,65136,7,430,1,65838,Education,No Default
52742,63,Salaried,1229439,941982,27,863,4,37554,Business,No Default
52743,52,Salaried,1393869,1170077,26,451,4,16675,Home,No Default
52744,61,Self-Employed,651628,1297862,16,404,4,35912,Education,No Default
52745,38,Salaried,1766580,1055529,25,666,3,4112,Business,No Default
52746,25,Salaried,1817424,685960,9,391,4,15751,Education,No Default
52747,62,Salaried,1244486,1029903,29,731,1,35063,Personal,No Default
52748,35,Salaried,498629,1142543,23,878,3,29565,Education,Default
52749,62,Self-Employed,140200,743435,15,604,0,52732,Business,Default
52750,36,Salaried,553395,69507,4,327,0,69961,Personal,No Default
52751,56,Self-Employed,122355,675735,20,587,2,74755,Home,Default
52752,56,Unemployed,1424551,1016979,23,654,4,70163,Education,No Default
52753,60,Salaried,1500077,766387,24,843,2,39573,Business,No Default
52754,50,Self-Employed,1276787,213153,7,703,4,18365,Education,No Default
52755,58,Salaried,1081814,953322,27,435,4,63506,Education,No Default
52756,43,Salaried,922828,138122,14,367,1,60937,Business,No Default
52757,31,Salaried,293428,1338392,26,453,1,10701,Home,Default
52758,45,Salaried,675208,969846,4,762,0,9935,Business,No Default
52759,63,Unemployed,342740,1486993,4,625,3,53043,Education,No Default
52760,22,Salaried,409930,94360,24,395,0,19845,Home,No Default
52761,55,Salaried,1540766,322311,28,496,4,74456,Home,Default
52762,44,Salaried,511141,560949,14,407,3,36738,Home,Default
52763,33,Self-Employed,408150,804971,25,345,2,3551,Home,No Default
52764,62,Salaried,954059,1409023,7,485,4,18485,Education,No Default
52765,57,Self-Employed,1945850,294321,15,753,1,42851,Business,No Default
52766,50,Salaried,699747,1473708,12,622,0,27309,Business,No Default
52767,31,Self-Employed,310435,1427711,14,584,0,29010,Personal,No Default
52768,43,Self-Employed,1523992,239378,13,382,2,69355,Personal,No Default
52769,48,Self-Employed,517342,814285,19,626,0,19540,Personal,No Default
52770,49,Salaried,1877755,284767,12,748,0,6934,Home,No Default
52771,35,Salaried,1993082,1494331,16,620,3,76232,Home,No Default
52772,23,Self-Employed,1416277,806042,26,444,4,72472,Business,No Default
52773,29,Salaried,890864,1451706,16,577,3,55934,Home,Default
52774,28,Salaried,1815942,1487270,1,313,3,74404,Business,No Default
52775,53,Salaried,1571781,986093,15,561,0,45155,Personal,No Default
52776,54,Salaried,551259,835732,5,713,4,11125,Business,No Default
52777,29,Salaried,1517011,542659,6,793,0,30985,Home,Default
52778,37,Salaried,1710652,53591,27,346,0,21088,Business,Default
52779,61,Salaried,1737031,202170,25,495,3,57593,Business,Default
52780,21,Salaried,938598,552385,21,589,1,22702,Business,No Default
52781,60,Salaried,1175463,1488130,17,731,1,65840,Home,No Default
52782,25,Salaried,515848,534873,11,819,3,20493,Education,No Default
52783,50,Self-Employed,1003136,210675,27,623,3,33327,Personal,No Default
52784,31,Salaried,327551,1081565,4,728,0,31295,Education,No Default
52785,48,Salaried,1111106,1434549,18,592,4,28999,Education,Default
52786,58,Salaried,1739377,769934,20,676,0,45606,Education,No Default
52787,37,Salaried,1890066,1277748,14,834,0,47460,Education,No Default
52788,43,Salaried,1974810,1122814,23,383,2,9072,Home,No Default
52789,38,Salaried,1182602,791253,9,672,0,60622,Home,No Default
52790,57,Self-Employed,1389999,1461293,28,323,4,18773,Education,No Default
52791,47,Salaried,1887153,962274,3,624,0,43725,Education,No Default
52792,45,Self-Employed,437850,1445123,3,615,3,10539,Business,No Default
52793,25,Unemployed,598392,1371904,11,849,4,11537,Business,No Default
52794,39,Salaried,1529537,398493,20,520,3,34287,Personal,No Default
52795,47,Salaried,785443,337626,23,513,2,50191,Personal,No Default
52796,33,Salaried,1412452,65660,22,771,2,50281,Personal,No Default
52797,27,Unemployed,1524884,785582,5,790,4,78733,Business,No Default
52798,46,Self-Employed,496158,547515,4,384,1,29140,Education,No Default
52799,34,Self-Employed,684141,1328521,12,684,1,57167,Education,No Default
52800,47,Salaried,346208,598767,24,303,4,76057,Personal,No Default
52801,28,Self-Employed,1944437,805209,12,413,4,60317,Personal,No Default
52802,51,Self-Employed,1899213,1296092,4,514,3,26780,Home,No Default
52803,55,Salaried,1316916,349374,3,635,2,61603,Personal,No Default
52804,47,Salaried,419820,1299267,23,466,4,49873,Business,No Default
52805,24,Salaried,1564309,1101916,2,586,0,79912,Business,No Default
52806,62,Salaried,1736591,1203827,4,794,3,29578,Personal,No Default
52807,24,Self-Employed,1768349,606117,24,683,2,18715,Personal,No Default
52808,38,Salaried,653187,810776,4,816,3,29544,Home,No Default
52809,43,Salaried,639356,298185,26,426,2,47763,Home,Default
52810,52,Salaried,868890,1044450,28,732,0,42361,Home,No Default
52811,32,Salaried,689989,450371,7,385,2,74523,Business,No Default
52812,40,Salaried,317824,961477,2,897,3,48534,Home,No Default
52813,32,Unemployed,720030,534341,11,835,2,76490,Education,No Default
52814,28,Salaried,1702133,1486806,5,344,3,53935,Education,No Default
52815,42,Salaried,456944,482654,28,589,4,23674,Education,No Default
52816,47,Salaried,243291,557112,13,534,0,41092,Home,Default
52817,61,Salaried,1233270,689041,4,456,3,13738,Business,No Default
52818,61,Salaried,1207619,1461075,9,705,1,68018,Business,Default
52819,37,Salaried,257061,443218,7,804,1,56655,Home,Default
52820,52,Salaried,1738127,434258,25,421,2,46435,Personal,No Default
52821,53,Salaried,1846342,1014298,27,523,4,46818,Personal,No Default
52822,51,Salaried,1514044,640148,29,322,4,13424,Home,Default
52823,26,Salaried,324666,1030207,13,496,1,62355,Business,No Default
52824,59,Self-Employed,1369316,787884,10,778,2,30667,Education,No Default
52825,29,Salaried,743720,857707,7,584,4,56384,Personal,No Default
52826,62,Unemployed,486711,363878,18,817,4,55013,Education,No Default
52827,52,Salaried,116830,113261,28,607,2,11559,Business,No Default
52828,56,Salaried,521266,475277,18,644,3,75850,Personal,No Default
52829,36,Unemployed,1836800,699814,2,697,1,47374,Home,No Default
52830,32,Salaried,1249306,741250,21,763,4,10735,Education,Default
52831,61,Salaried,1847613,664184,1,414,3,73112,Education,No Default
52832,23,Salaried,643929,786725,13,749,3,53352,Education,No Default
52833,47,Self-Employed,506771,855930,23,703,3,53855,Home,Default
52834,47,Salaried,1890582,1437723,2,847,3,75742,Home,No Default
52835,29,Salaried,254307,1033386,4,528,0,62719,Education,Default
52836,37,Salaried,1517718,980873,9,543,0,66278,Home,No Default
52837,25,Self-Employed,1046463,1012618,8,364,2,60242,Personal,No Default
52838,46,Salaried,604176,372215,26,536,1,77110,Business,No Default
52839,41,Salaried,1910496,617806,18,302,2,45018,Personal,No Default
52840,21,Salaried,816961,1470605,16,799,0,21992,Home,No Default
52841,21,Self-Employed,557630,1491200,4,336,2,51755,Business,No Default
52842,55,Salaried,1761498,282819,4,549,2,6043,Education,Default
52843,29,Salaried,639597,74686,18,302,3,42022,Education,No Default
52844,43,Self-Employed,1460533,387835,2,534,4,31264,Business,No Default
52845,58,Salaried,816193,587362,21,716,0,48329,Personal,No Default
52846,61,Salaried,436352,1116667,11,550,0,56521,Education,Default
52847,24,Unemployed,523544,1137397,20,442,2,21876,Education,No Default
52848,39,Self-Employed,556972,271930,24,355,4,79320,Education,No Default
52849,57,Salaried,1359262,509266,4,360,2,76732,Home,No Default
52850,25,Salaried,1515903,1022943,24,367,1,74290,Personal,No Default
52851,48,Salaried,922461,1494831,14,378,0,54286,Home,No Default
52852,62,Unemployed,1804341,508248,21,626,3,49441,Business,No Default
52853,43,Unemployed,1202588,626296,17,666,3,61155,Business,No Default
52854,58,Salaried,496776,1051765,25,834,3,10723,Home,No Default
52855,43,Self-Employed,111575,1418388,8,825,0,51157,Education,No Default
52856,38,Self-Employed,1881331,1006608,1,689,0,64058,Home,No Default
52857,49,Salaried,1244724,172494,28,588,3,38444,Personal,Default
52858,48,Salaried,1686017,1003762,19,820,0,52636,Education,No Default
52859,29,Salaried,1452797,342835,19,552,3,4266,Business,No Default
52860,59,Salaried,389157,533284,21,394,1,69950,Personal,No Default
52861,30,Self-Employed,1286338,808831,7,302,1,4552,Business,No Default
52862,22,Unemployed,865338,1036218,1,345,1,64751,Personal,No Default
52863,33,Salaried,318323,335959,1,824,2,48363,Personal,Default
52864,58,Salaried,816413,928106,10,781,2,21244,Personal,No Default
52865,47,Salaried,1528848,1444184,13,896,4,35845,Business,No Default
52866,61,Self-Employed,439111,1186347,22,717,4,62210,Home,No Default
52867,40,Salaried,1024685,468317,5,342,4,4526,Home,No Default
52868,60,Salaried,1310953,276198,12,858,1,34501,Education,Default
52869,30,Salaried,1942739,922985,28,505,1,35489,Business,No Default
52870,36,Salaried,201225,256549,29,574,1,7801,Education,No Default
52871,35,Salaried,729966,564190,3,894,0,24437,Education,No Default
52872,33,Unemployed,1076679,701890,29,396,0,64806,Personal,No Default
52873,58,Salaried,1636042,468632,19,478,1,68881,Personal,No Default
52874,40,Salaried,303631,685472,4,447,3,2745,Home,No Default
52875,44,Salaried,1383513,779800,15,683,4,15326,Home,No Default
52876,61,Salaried,466082,615314,13,371,2,10124,Education,No Default
52877,27,Salaried,100910,433119,11,516,4,7599,Education,No Default
52878,43,Salaried,1317118,55260,26,732,3,39581,Education,No Default
52879,44,Self-Employed,1657898,938927,2,800,0,78152,Home,No Default
52880,49,Salaried,1458061,202355,29,332,1,9764,Education,No Default
52881,25,Salaried,187718,837899,9,515,0,42077,Home,Default
52882,63,Salaried,1205426,792132,29,400,0,12891,Business,Default
52883,55,Self-Employed,260462,1235749,12,769,3,11654,Business,No Default
52884,21,Salaried,1999237,1040587,4,479,0,52499,Education,No Default
52885,56,Self-Employed,950323,445976,26,632,0,31817,Home,No Default
52886,38,Salaried,735093,455864,19,787,4,66811,Business,Default
52887,26,Salaried,1545830,870593,10,759,4,67488,Home,No Default
52888,43,Salaried,783575,1185874,11,676,3,51116,Home,Default
52889,30,Unemployed,1245677,887155,7,434,1,17538,Business,No Default
52890,27,Salaried,1050403,521817,13,709,4,27807,Education,No Default
52891,64,Salaried,1584808,1016243,9,454,0,16289,Education,Default
52892,28,Salaried,1826182,949092,12,579,2,71797,Business,No Default
52893,33,Salaried,1328952,1312296,29,778,4,71618,Personal,No Default
52894,50,Salaried,118862,717056,2,498,2,19963,Home,No Default
52895,38,Salaried,288898,525751,22,716,1,70955,Personal,No Default
52896,34,Salaried,1755088,307416,21,397,0,20401,Education,No Default
52897,31,Salaried,968250,1447978,1,549,4,5037,Home,No Default
52898,62,Salaried,1015739,636359,27,404,1,16501,Business,No Default
52899,58,Salaried,1020023,407112,7,626,3,19145,Education,No Default
52900,33,Salaried,368256,1152670,1,781,1,46932,Education,No Default
52901,62,Salaried,1542784,138251,26,676,3,49948,Education,No Default
52902,64,Salaried,1404765,863556,25,314,3,61546,Business,No Default
52903,53,Salaried,367791,335547,16,780,4,71279,Business,Default
52904,33,Salaried,1388703,1100998,4,315,2,65039,Personal,No Default
52905,45,Salaried,1243126,1490177,8,874,3,33966,Business,No Default
52906,44,Salaried,1549389,155894,17,784,0,43376,Personal,Default
52907,49,Salaried,1796458,718815,21,578,4,8210,Home,No Default
52908,56,Salaried,740685,995691,19,632,3,68123,Home,No Default
52909,26,Salaried,1992178,1322306,4,556,4,31443,Home,Default
52910,38,Salaried,780993,752469,28,484,0,78535,Education,No Default
52911,48,Salaried,1791017,911500,4,887,4,58335,Education,No Default
52912,25,Salaried,747908,569941,8,326,4,38426,Education,Default
52913,38,Salaried,1348750,92478,10,324,3,67379,Business,No Default
52914,57,Self-Employed,1058976,1399313,26,361,1,17845,Business,No Default
52915,27,Salaried,482066,486135,29,532,4,65352,Personal,No Default
52916,29,Unemployed,1872757,70954,16,763,3,77951,Education,No Default
52917,55,Salaried,1750429,1131917,19,648,0,47377,Business,No Default
52918,32,Self-Employed,995120,601707,1,585,0,23964,Home,Default
52919,60,Salaried,1095886,1231870,5,713,1,12375,Home,No Default
52920,64,Self-Employed,1227191,1324547,2,895,0,49531,Business,Default
52921,59,Salaried,1407825,559198,29,705,3,7913,Home,No Default
52922,44,Salaried,1654132,902755,27,680,1,31351,Home,No Default
52923,29,Salaried,305159,143901,16,469,3,45329,Personal,No Default
52924,32,Unemployed,591804,939403,13,589,1,51932,Home,No Default
52925,56,Unemployed,1143700,1123738,6,815,1,60880,Education,No Default
52926,57,Salaried,1348461,233874,4,586,3,34938,Business,No Default
52927,29,Salaried,1691879,619857,25,606,1,22608,Business,No Default
52928,59,Salaried,1674621,1216513,7,861,3,53879,Education,No Default
52929,42,Salaried,263157,77277,2,307,0,63836,Home,No Default
52930,37,Salaried,1339766,1465095,23,656,0,69644,Personal,No Default
52931,53,Unemployed,1956871,1016620,10,880,4,65297,Personal,No Default
52932,44,Salaried,1436818,1446676,14,438,2,77386,Education,No Default
52933,35,Salaried,539436,62167,8,810,2,11987,Home,No Default
52934,49,Salaried,1294943,277371,3,547,0,41384,Education,Default
52935,52,Salaried,1580347,1289578,3,840,4,21388,Personal,Default
52936,53,Salaried,1436541,749866,27,482,2,13961,Home,No Default
52937,49,Salaried,1715236,1375094,2,722,3,76382,Education,No Default
52938,35,Salaried,646121,336695,28,696,3,75180,Education,No Default
52939,47,Salaried,1202566,144188,17,604,1,66089,Home,No Default
52940,54,Salaried,1502248,1331458,19,318,2,44836,Personal,No Default
52941,24,Salaried,360749,1481486,10,682,3,26843,Home,Default
52942,38,Self-Employed,1026053,1356871,12,525,2,3092,Personal,No Default
52943,41,Salaried,1135657,1322166,27,529,1,44428,Business,Default
52944,28,Self-Employed,1498688,924266,23,794,0,77049,Personal,No Default
52945,26,Salaried,663786,318496,11,783,4,42095,Personal,No Default
52946,40,Salaried,1798693,1472286,9,658,1,39761,Business,No Default
52947,22,Salaried,933808,506533,25,672,1,5079,Education,No Default
52948,42,Self-Employed,1197123,1417800,13,377,1,44468,Education,Default
52949,41,Self-Employed,1020645,1369314,6,626,4,14167,Personal,Default
52950,26,Salaried,242140,582763,14,575,3,4135,Business,No Default
52951,52,Salaried,1507598,826854,22,651,2,23305,Business,No Default
52952,26,Self-Employed,940137,179599,11,481,0,48422,Home,No Default
52953,33,Salaried,769616,924467,5,804,0,68222,Personal,No Default
52954,21,Salaried,1343369,1061878,2,897,4,11166,Business,No Default
52955,42,Salaried,264036,670271,7,688,0,56053,Education,No Default
52956,44,Salaried,1002994,1267072,17,634,4,18964,Business,No Default
52957,61,Salaried,630118,508426,6,745,4,29716,Business,No Default
52958,50,Salaried,378012,125923,14,808,2,14199,Business,No Default
52959,42,Salaried,762039,1336844,4,547,2,19280,Business,No Default
52960,64,Salaried,1648082,314814,3,592,4,4433,Education,No Default
52961,32,Salaried,592457,1419983,11,830,2,38720,Business,No Default
52962,46,Salaried,1134386,1037400,29,437,3,74988,Personal,No Default
52963,24,Salaried,1553514,1133892,1,855,1,4169,Business,No Default
52964,39,Salaried,1082082,592998,14,644,0,48854,Education,No Default
52965,36,Unemployed,614154,1347132,6,336,0,35590,Personal,Default
52966,32,Self-Employed,638277,1199086,29,613,0,28787,Business,No Default
52967,53,Salaried,1402917,55179,23,519,0,79062,Education,Default
52968,41,Self-Employed,1913358,767298,27,442,3,4139,Personal,No Default
52969,56,Salaried,222850,1083802,17,703,3,30425,Business,Default
52970,29,Salaried,1728565,1123639,27,703,1,43273,Business,No Default
